Index,avg_price_per_kg
1,8.703995375678915
2,8.82324388471443
3,8.361802380006793
4,7.976386853524673
5,8.474748949081459
6,5.338068788542387
7,5.188137291892417
8,7.5381607436142986
9,8.560959173788433
10,8.853005047806164
11,6.514682127824926
12,6.708594312175592
13,8.178370073945644
14,5.521197857701736
15,3.1374439182823153
16,6.733026981187777
17,7.805678527283817
18,5.390261756210293
19,10.869031920644375
20,6.16553255363624
21,5.401047154212392
22,4.968208313865489
23,6.145366028664739
24,6.791565400577383
25,4.948060366975824
26,6.594291438074833
27,7.773762794220147
28,8.13721203144405
29,8.116877894214213
30,7.6480711803069426
31,8.571490816821552
32,5.120469068540842
33,8.956684336074431
34,7.720603886976278
35,3.959493773437316
36,8.275161413570004
37,8.16366528236449
38,9.548500077135941
39,5.795337265130911
40,6.369725283645494
41,8.453213268961917
42,8.399309716743574
43,8.671020108990433
44,5.09808284052815
45,6.195062430492271
46,6.104615805682442
47,4.562469635198795
48,6.508786135004357
49,6.317069061084112
50,4.1508708439364455
51,0.48759575244957887
52,5.035919292567542
53,8.744452490119329
54,10.236462791122904
55,7.86345399908123
56,6.891219934345372
57,8.249572038931092
58,9.15113643063296
59,8.922693874938886
60,8.319115211008011
61,8.65539605129743
62,9.444211445936162
63,4.722721122716848
64,8.00402654706295
65,7.559934888856787
66,5.779101288359925
67,5.188758142505776
68,4.643365902721598
69,6.381522499584662
70,6.537987377451827
71,7.35203154838473
72,6.194450318186227
73,6.440591083790423
74,6.54740236096859
75,5.807646315187412
76,5.605517797851007
77,5.95061703898682
78,9.168619305993161
79,8.647573195913537
80,6.316087885021261
81,8.292389903698677
82,5.453935522459233
83,5.855327889004457
84,6.172473571116825
85,3.726068755844608
86,5.567464339299022
87,7.648748663727474
88,9.654446138601543
89,3.867744319303256
90,5.95451437575548
91,8.458293476677227
92,8.83701175489432
93,7.707448406958065
94,5.70488769110716
95,6.795712386272953
96,5.915325020253931
97,7.723597351166518
98,8.345446239203739
99,4.855478286782272
100,6.493570651284244
101,9.152532960989902
102,6.458369068949196
103,4.709993539212974
104,7.820153162918359
105,7.2282540210767365
106,8.226869009260554
107,8.69913282024163
108,5.669736501574334
109,7.813306365622793
110,5.311702764615802
111,5.486352931425245
112,5.184644993784332
113,5.428849579462167
114,6.1647626763688095
115,7.425510205230239
116,8.474186043465124
117,6.4592292687830195
118,10.032222923333393
119,5.658993052336427
120,7.092533187325898
121,5.708991127404715
122,6.153319508077857
123,8.395004830112157
124,5.381065621184007
125,8.493421912038684
126,7.242292300327335
127,5.748708936303956
128,8.163401366022754
129,8.478895163657398
130,6.931548870734787
131,7.688353816795825
132,6.717997215083869
133,9.001120451305724
134,8.23610497985419
135,0.41181119658949683
136,6.536163033136745
137,5.874146421336263
138,8.586917622135388
139,7.839674374748483
140,5.663095482991139
141,8.147786644060943
142,6.014669895688712
143,8.494209333122853
144,5.219210894249954
145,8.505088494783195
146,6.111956580390142
147,6.456352966304621
148,8.654880555098316
149,7.211589508190173
150,8.303251096758686
151,8.181094878866134
152,7.904201605042999
153,5.744764829788437
154,8.118794417980098
155,7.7659959562674885
156,10.371829543334115
157,6.703581169870631
158,5.7164166930724605
159,7.056899808039361
160,7.782745683020494
161,8.775421201531117
162,8.635584201976144
163,7.070342746674669
164,9.079594506546982
165,7.924794701536939
166,8.362640436130278
167,6.756934111007013
168,7.183926673345013
169,7.115890610139104
170,7.462753986884309
171,8.679907002821437
172,8.109853275892874
173,6.81734383059711
174,8.691612335840091
175,4.722162585680053
176,4.414849292726558
177,8.492870377419877
178,5.974975167805042
179,5.898294101450574
180,5.869648235039676
181,6.5410480111427205
182,-1.4076888949766726
183,10.656762595982855
184,7.8741979385777086
185,6.323241421684088
186,-1.5477601186507854
187,3.5981379841309717
188,8.01887142827718
189,7.303471908519896
190,7.437146271603069
191,6.2832358067717
192,8.452774093226253
193,5.865346967934784
194,3.0806537464222856
195,8.063722877152031
196,10.745061630254895
197,6.337468261267077
198,4.493923505077873
199,5.725602747999346
200,8.114527504913895
201,5.300749921663737
202,5.352064450877151
203,7.594983636241523
204,3.7268544272560575
205,6.739079956684236
206,4.745273294063736
207,8.002737469151725
208,6.791565400577383
209,6.9204452621838755
210,8.1929153190531
211,7.509106246613555
212,10.85052009527908
213,6.383284265322345
214,8.019830070675653
215,8.786214967615251
216,6.647572911181669
217,6.4673483329625014
218,6.560077866950451
219,6.032540366844387
220,8.196710696451646
221,4.5593925025850695
222,5.0062455936645165
223,8.165997989915468
224,9.090539837459346
225,8.950482416276373
226,5.278080276235414
227,5.62813859853577
228,5.176524859497476
229,6.429544379613162
230,6.1351203916578925
231,6.224368249277177
232,8.419109749344443
233,8.04185491961698
234,5.26909446762329
235,5.78728874754006
236,5.8304336363157745
237,10.710380325964707
238,8.528410005273145
239,5.166870692720295
240,5.858665180749085
241,5.929236785747889
242,6.237236714398023
243,7.368598211798144
244,8.483474047753589
245,8.145667115989
246,6.794288658059031
