Index,avg_price_per_kg
1,8.702426182106137
2,8.828859075903893
3,8.361219242215157
4,7.932764822617173
5,8.521547200158238
6,5.343857541680336
7,5.204244401305914
8,7.506328308954835
9,8.569292053580284
10,8.852272987365723
11,6.530923426151276
12,6.692288652062416
13,8.204551942646503
14,5.376035982742906
15,3.206586390733719
16,6.728212080895901
17,7.995127299800515
18,5.245716160163283
19,10.904505992308259
20,6.186930324882269
21,5.4205492958426476
22,4.9848451763391495
23,6.151901261880994
24,6.774383893236518
25,4.93290363624692
26,6.582188012078404
27,7.7698594853281975
28,8.178115049377084
29,8.138194344937801
30,7.574129991233349
31,8.569453872740269
32,5.129338916391134
33,8.950443357229233
34,7.680499568581581
35,3.9414568096399307
36,8.293298788368702
37,8.23300183750689
38,9.583312274888158
39,5.788679882884026
40,6.337409861385822
41,8.469677083194256
42,8.447874026373029
43,8.668735034763813
44,5.080455772578716
45,6.206000372767448
46,6.12416435405612
47,4.43504311144352
48,6.524022597819567
49,6.324030913412571
50,4.166042819619179
51,0.5598182827234268
52,5.027586564421654
53,8.743254736065865
54,10.301279673352838
55,7.876020610332489
56,6.870107047259808
57,8.260811939835548
58,9.19238349236548
59,8.915100291371346
60,8.33441000059247
61,8.661901541054249
62,9.481900895014405
63,4.690921289846301
64,7.9740658942610025
65,7.626651698723435
66,5.7711262702941895
67,5.17256810888648
68,4.682563554495573
69,6.38376022875309
70,6.577460424974561
71,7.401014866307378
72,6.213186450302601
73,6.431136244907975
74,6.536278553307056
75,5.841868843883276
76,5.633239563554525
77,5.963230427354574
78,9.1593694165349
79,8.696014972403646
80,6.3097172770649195
81,8.310431949794292
82,5.47052027285099
83,5.872776374220848
84,6.183527506887913
85,3.7944304198026657
86,5.541179969906807
87,7.657810665667057
88,9.645977757871151
89,3.884841088205576
90,5.95489134080708
91,8.471451807767153
92,8.833611451089382
93,7.708929769694805
94,5.693976201117039
95,6.783020766451955
96,5.939429111778736
97,7.758015366271138
98,8.361749693751335
99,4.825942208990455
100,6.477920921519399
101,9.139683032408357
102,6.468985319137573
103,4.556878602132201
104,7.780004831030965
105,7.194877915084362
106,8.186352180317044
107,8.697430603206158
108,5.666715249419212
109,7.8421905264258385
110,5.322417750954628
111,5.34062341041863
112,5.172494288533926
113,5.438022423535585
114,6.157408647239208
115,7.432213827967644
116,8.469963282346725
117,6.444270052015781
118,10.063100948929787
119,5.649731110781431
120,7.063043065369129
121,5.560652272775769
122,6.15539512783289
123,8.391783520579338
124,5.397059785202146
125,8.509768508374691
126,7.21692880243063
127,5.783441122621298
128,8.226333426311612
129,8.522252479568124
130,6.926992677152157
131,7.7037074863910675
132,6.7127177529037
133,8.994623094797134
134,8.255419651046395
135,0.49863015301525593
136,6.54687700048089
137,5.814553026109934
138,8.580066226422787
139,7.873132761567831
140,5.68202805891633
141,8.18810767866671
142,6.026979938149452
143,8.493855215609074
144,5.20010993629694
145,8.516028225421906
146,6.107163103297353
147,6.4407996609807014
148,8.665062427520752
149,7.192312056198716
150,8.260520966723561
151,8.198087209835649
152,7.9682823065668344
153,5.8092456348240376
154,8.131015874445438
155,7.725288840010762
156,10.387625269591808
157,6.68612802028656
158,5.687706483528018
159,7.019835919141769
160,7.794183522462845
161,8.774107674136758
162,8.649801788851619
163,7.093412145972252
164,9.116642424836755
165,7.94118145108223
166,8.375818066298962
167,6.760226685553789
168,7.160081582143903
169,7.109827991575003
170,7.471458435058594
171,8.79421310313046
172,8.131131537258625
173,6.800811456516385
174,8.695846661925316
175,4.690022004768252
176,4.42717320099473
177,8.501476772129536
178,5.996760684996843
179,5.885879673063755
180,5.864269427955151
181,6.52938243187964
182,-1.4826262220740318
183,10.68094576895237
184,7.8982506934553385
185,6.347757712006569
186,-1.6209304556250572
187,2.9117787666618824
188,7.974693955853581
189,7.277011843398213
190,7.410759078338742
191,6.27771214582026
192,8.471989773213863
193,5.860413566231728
194,3.1504795998334885
195,8.083812164142728
196,10.755042860284448
197,6.336851701140404
198,4.52548598498106
199,5.587668389081955
200,8.115390077233315
201,5.28581490367651
202,5.411318555474281
203,7.615524031221867
204,3.7994236685335636
205,6.7248809132725
206,4.763631358742714
207,8.019409516826272
208,6.774383893236518
209,6.879529751837254
210,8.211570227518678
211,7.4744027480483055
212,10.854100078344345
213,6.371553137898445
214,8.041453048586845
215,8.786150546744466
216,6.6611507795751095
217,6.478594943881035
218,6.548275398090482
219,6.085980899631977
220,8.19974435865879
221,4.571890119463205
222,4.992680262774229
223,8.179185489192605
224,9.087456680834293
225,8.953246854245663
226,5.273546032607555
227,5.65072900056839
228,5.185865845531225
229,6.426186338067055
230,6.136833498254418
231,6.2159697115421295
232,8.48209479637444
233,7.999689111486077
234,5.2794222719967365
235,5.821262836456299
236,5.804987164214253
237,10.714257434010506
238,8.570116939023137
239,5.1989447101950645
240,5.875744264572859
241,5.917180273681879
242,6.233866408467293
243,7.400028713047504
244,8.595674501731992
245,8.10224005766213
246,6.785891460254788
247,3.2473999112844467
248,6.7986011281609535
249,6.430707216262817
250,10.14098795503378
251,8.559347668662667
252,8.891479767858982
253,5.97627198509872
254,7.600321054458618
255,6.1861868146806955
256,5.054443135857582
257,8.703053200617433
258,8.014500038698316
259,8.02456603385508
260,7.856065081432462
261,6.115291431546211
262,9.923672460019588
263,6.4290782157331705
264,6.027028536424041
265,4.133191701024771
266,6.718723937869072
267,4.8240743316709995
268,5.846026908606291
269,6.451581614091992
270,6.7624675873667
271,8.517955027520657
272,6.328264445066452
273,8.85737201012671
274,3.476374950259924
275,8.350363105535507
276,8.541416212916374
277,6.103319898247719
278,6.590826239436865
279,5.334277905523777
280,7.5467287469655275
281,7.114319935441017
282,6.363347478210926
283,5.579771876335144
284,3.551524505019188
285,7.658467756584287
286,4.181137062609196
287,6.089878363534808
288,7.4427697360515594
289,7.289402954280376
290,9.392035575583577
291,5.60133090429008
292,5.613928481936455
293,5.821539543569088
294,2.2672895062714815
295,7.414388911798596
296,8.29819393530488
297,8.374392181634903
298,8.462364161387086
299,7.508688300848007
300,5.180666580796242
301,6.312553953379393
302,4.706611612811685
303,5.001185040920973
304,6.637608699500561
305,8.643750900402665
306,8.763395147398114
307,5.887303274124861
308,4.111086666584015
309,7.784481542184949
310,6.904501441866159
311,7.100565582513809
312,7.3513248488307
313,6.2055385410785675
314,8.368259685114026
315,8.466178357601166
316,7.3141375333070755
317,6.006625115871429
318,6.313749585300684
319,6.327253550291061
320,6.169865841045976
321,6.503988917917013
322,5.5608324855566025
323,6.451360130682588
324,7.6255975142121315
325,5.8692352920770645
326,5.619338393211365
327,7.8127405140548944
328,6.434466574341059
329,8.622636683285236
330,7.484878683462739
331,6.640992641448975
332,5.228549499064684
333,9.117456167936325
334,6.70592088252306
335,7.514788860455155
336,7.878205616027117
337,8.0979417655617
338,4.712146328762174
339,8.645764345303178
340,4.647505039349198
341,7.424411989748478
342,6.751402290537953
343,8.94829553551972
344,6.374096170067787
345,8.76908397860825
346,8.130834618583322
347,8.662137808278203
348,5.484829157590866
349,7.825318448245525
350,8.147789189592004
351,7.576463498175144
352,8.256164088845253
353,7.551076048985124
354,7.849366063252091
355,8.280768677592278
356,6.5781291257590055
357,6.320777136832476
358,10.24651744402945
359,8.289500176906586
360,7.295753911137581
361,8.063043743371964
362,6.698052806779742
363,8.242404505610466
364,8.485978418961167
365,7.627629766240716
366,6.6973904222249985
367,7.771619234234095
368,8.035894256085157
369,7.583379881456494
370,7.828922467306256
371,5.795858489349484
372,5.2773079238832
373,6.854483105242252
374,8.246740916743875
375,5.238605227321386
376,7.443271309137344
377,5.487924829125404
378,5.396458473056555
379,7.551076048985124
380,4.854083741083741
381,7.6243958324193954
382,7.198303751647472
383,6.95583239197731
384,7.074220106005669
385,6.298005389049649
386,7.448788600042462
387,7.179398834705353
388,7.689683236181736
389,6.062611356377602
390,9.62677046097815
391,8.078466460108757
392,6.78365177847445
393,9.39739141613245
394,6.418421626091003
395,1.1128266006708145
396,9.111730851233006
397,5.589584767818451
398,7.160766884684563
399,7.288812475278974
400,6.6605540588498116
401,6.258576292544603
402,5.229734681546688
403,8.887163544073701
404,5.9739191476255655
405,6.988122969865799
406,9.521037185564637
407,6.246450208127499
408,6.810971669852734
409,4.170683361589909
410,8.523027304559946
411,8.50134091079235
412,6.157408647239208
413,6.301133863627911
414,7.569450402632356
415,6.946541368961334
416,6.228060267865658
417,7.304047228768468
418,6.200730562210083
419,8.68236150033772
420,5.03355348855257
421,7.691998535767198
422,4.471599716693163
423,7.025323912501335
424,5.212229177355766
425,6.459985855966806
426,6.441605441272259
427,7.8712823037058115
428,6.786318542435765
429,7.3959780633449554
430,6.803293287754059
431,8.736989537253976
432,6.976465746760368
433,7.656274417415261
434,8.670503236353397
435,6.1629726607352495
436,7.953621745109558
437,5.247427385300398
438,6.63548768684268
439,5.8373875841498375
440,6.542765002697706
441,8.790765821933746
